Manufacturer,Weapon Type,ID,Part Type,String,Model Name,"Stats (Level 50, Common)",Effects,Requirements
Jakobs,Shotgun,42,Grip,JAK_SG.part_grip_03,,-Reload Speed,,
Jakobs,Shotgun,43,Underbarrel,JAK_SG.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Jakobs,Shotgun,44,Underbarrel,JAK_SG.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Jakobs,Shotgun,45,Underbarrel,JAK_SG.part_underbarrel_03_grenade,,Alt Fire - Spread Launcher,Fires a spread of Grenades that deal XXX x 5 Damage each,
Jakobs,Shotgun,46,Underbarrel,JAK_SG.part_underbarrel_02_meathook,,Alt Fire - Gravity Harpoon,Fires a Gravity Harpoon that deals XXX Damage and pulls in nearby enemies,
Jakobs,Shotgun,47,Foregrip,JAK_SG.part_foregrip_02,,+Fire Rate,,
Jakobs,Shotgun,48,Foregrip,JAK_SG.part_foregrip_03,,+Accuracy,,
Jakobs,Shotgun,49,Underbarrel,JAK_SG.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Jakobs,Shotgun,50,Underbarrel,JAK_SG.part_underbarrel_01_knifelauncher,,Alt Fire - Knife Launcher,Fires a Knife that deals XXX Damage,
Jakobs,Shotgun,51,Manufacturer Part,JAK_SG.part_secondary_ammo_smg,,Daedalus SMG Ammo,,
Jakobs,Shotgun,52,Manufacturer Part,JAK_SG.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Jakobs,Shotgun,53,Manufacturer Part,JAK_SG.part_secondary_ammo_assaultrifle,,Daedalus AR Ammo,,
Jakobs,Shotgun,54,Manufacturer Part,JAK_SG.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Jakobs,Shotgun,55,Barrel Accessory,JAK_SG.part_barrel_01_a,,+Damage,,
Jakobs,Shotgun,56,Barrel Accessory,JAK_SG.part_barrel_01_b,,+Crit Damage,,
Jakobs,Shotgun,57,Barrel Accessory,JAK_SG.part_barrel_01_c,,+Accuracy,,
Jakobs,Shotgun,58,Barrel Accessory,JAK_SG.part_barrel_01_d,,+Accuracy,,
Jakobs,Shotgun,59,Barrel Accessory,JAK_SG.part_barrel_02_a,,+Damage,,
Jakobs,Shotgun,60,Barrel Accessory,JAK_SG.part_barrel_02_b,,+Accuracy,,
Jakobs,Shotgun,61,Barrel Accessory,JAK_SG.part_barrel_02_c,,-Reload Speed,,
Jakobs,Shotgun,62,Barrel Accessory,JAK_SG.part_barrel_02_d,,+Damage,,
Jakobs,Shotgun,63,Manufacturer Part,JAK_SG.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Jakobs,Shotgun,64,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Jakobs,Shotgun,65,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Jakobs,Shotgun,66,Manufacturer Part,JAK_SG.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Jakobs,Shotgun,67,Manufacturer Part,JAK_SG.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Jakobs,Shotgun,68,Foregrip,JAK_SG.part_foregrip_01,,+Damage,,
Jakobs,Shotgun,69,Manufacturer Part,JAK_SG.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Jakobs,Shotgun,70,Manufacturer Part,JAK_SG.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Jakobs,Shotgun,71,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_rad_shock,,,,
Jakobs,Shotgun,72,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_fire_shock,,,,
Jakobs,Shotgun,73,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_fire_rad,,,,
Jakobs,Shotgun,74,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_shock,,,,
Jakobs,Shotgun,75,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_rad,,,,
Jakobs,Shotgun,76,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_fire,,,,
Jakobs,Shotgun,77,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_fire_rad_shock,,,,
Jakobs,Shotgun,78,Magazine,JAK_SG.part_mag_01_slugger,,"1.7s Reload, 30 Shots",TEST WITH HOT SLUGGER BARREL,
Jakobs,Shotgun,79,Barrel,JAK_SG.part_barrel_01_slugger,,"Hot Slugger, 5019 Damage, 82% Acc, 1.0/s FR, 1 AMMO","Blazing Barrel - On kill, deal +30% Damage for 10s for a Maximum 3 Stacks",
Jakobs,Shotgun,82,Barrel,JAK_SG.part_barrel_01_hellwalker,,"Hellwalker, 1071 x 10 Damage, 45% Acc, 2.0/s FR, 2 Shot",Soothslayer,
Jakobs,Shotgun,84,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_rad_shock,,,,
Jakobs,Shotgun,86,Barrel,JAK_SG.part_barrel_rainbowvomit,,"Rainbow Vomit, 823 x 6 Damage, 73% Acc, 1.5/s FR",,
Jakobs,Shotgun,87,Magazine,JAK_SG.part_mag_rainbowvomit,,"2.2s Reload, 6 Shots",,
Jakobs,Shotgun,88,Manufacturer Part,JAK_SG.part_mag_torgue_sticky_tkswave,,Torgue Sticky Gyrojets,,
Jakobs,Shotgun,89,Manufacturer Part,JAK_SG.part_mag_torgue_normal_tkswave,,Torgue Impact Gyrojets,,
Jakobs,Shotgun,90,Barrel,JAK_SG.part_barrel_tkswave,,"T.K's Wave, 1673 x 10 Damage, 51% Acc, 1.3/s FR, 2 Shot",Heirloom,
Jakobs,Shotgun,92,Magazine,JAK_SG.part_mag_02_b02,,"5.5s Reload, 6 Shots, 2 Shot",Mag_02 Barrel_02 ??? T.K's Wave???,
Jakobs,Shotgun,93,Magazine,JAK_SG.part_mag_01_b01,,"1.7s Reload, 1 Shot",Mag_01 Barrel_01 ???,
Jakobs,Shotgun,94,Magazine,JAK_SG.part_mag_01_b02,,"1.7s Reload, 2 Shots, 2 Shot",Mag_01 Barrel_02 ???,
Jakobs,Sniper,2,Body,JAK_SR.part_body,,"No stat changes, always present",,
Jakobs,Sniper,3,Body Accessory,JAK_SR.part_body_a,,-Reload Speed,,
Jakobs,Sniper,4,Body Accessory,JAK_SR.part_body_b,,-Reload Speed,,
Jakobs,Sniper,5,Body Accessory,JAK_SR.part_body_c,,No Stat Changes,,
Jakobs,Sniper,6,Body Accessory,JAK_SR.part_body_d,,+Crit Damage,,
Jakobs,Sniper,7,Barrel,JAK_SR.part_barrel_01,,"Inkanyamba, 4544 Damage, 89% Acc, 1.1/s FR",,
Jakobs,Sniper,8,Barrel,JAK_SR.part_barrel_02,,"Xiuhcoatl, 5481 Damage, 91% Acc, 0.8/s FR",,
Jakobs,Sniper,9,Manufacturer Part,JAK_SR.part_shield_default,,Hyperion Shield,,
Jakobs,Sniper,10,Manufacturer Part,JAK_SR.part_shield_ricochet,,Hyperion Ricochet Shield,,
Jakobs,Sniper,11,Manufacturer Part,JAK_SR.part_shield_ammo,,Hyperion Absorb Shield,,
Jakobs,Sniper,12,Manufacturer Part,JAK_SR.part_shield_amp,,Hyperion Amp Shield,,
Jakobs,Sniper,13,Magazine,JAK_SR.part_mag_01,,"3.5s Reload, 6 Shots",,
Jakobs,Sniper,14,Magazine,JAK_SR.part_mag_02,,"2.8s Reload, 4 Shots",,
Jakobs,Sniper,15,Magazine,JAK_SR.part_mag_03_tor,,"3.0s reload, 10 Shots",,
Jakobs,Sniper,16,Magazine,JAK_SR.part_mag_04_cov,,"4.0s Reload, 10 Shots",CoV Mag,
Jakobs,Sniper,17,Magazine,JAK_SR.part_mag_05_borg,,"3.1s Reload, 8 Shots",Ripper Mag,
Jakobs,Sniper,18,Manufacturer Part,JAK_SR.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Jakobs,Sniper,19,Manufacturer Part,JAK_SR.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Jakobs,Sniper,20,Stat Modifier,JAK_SR.part_mag_ted_thrown_01,,2.0s Reload,,
Jakobs,Sniper,21,Stat Modifier,JAK_SR.part_mag_ted_thrown_02,,2.0s Reload,,
Jakobs,Sniper,22,Stat Modifier,JAK_SR.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Jakobs,Sniper,23,Stat Modifier,JAK_SR.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Jakobs,Sniper,24,Stat Modifier,JAK_SR.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Jakobs,Sniper,25,Scope,JAK_SR.part_scope_ironsight,,ADS,,
Jakobs,Sniper,26,Scope,JAK_SR.part_scope_01_lens_01,,ADS +++Zoom,Sniper Scope,
Jakobs,Sniper,27,Scope,JAK_SR.part_scope_01_lens_02,,ADS ++Zoom,,
Jakobs,Sniper,28,Scope,JAK_SR.part_scope_02_lens_01,,ADS ++Zoom,,
Jakobs,Sniper,29,Scope,JAK_SR.part_scope_02_lens_02,,ADS +++Zoom,Sniper Scope,
Jakobs,Sniper,30,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_a,,+Damage,,
Jakobs,Sniper,31,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_b,,-Reload Speed,,
Jakobs,Sniper,32,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_a,,No Stat Changes,,
Jakobs,Sniper,33,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_b,,+Crit Damage,,
Jakobs,Sniper,34,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_a,,+Damage,,
Jakobs,Sniper,35,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_b,,-Reload Speed,,
Jakobs,Sniper,36,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_a,,No Stat Changes,,
Jakobs,Sniper,37,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_b,,+Crit Damage,,
Jakobs,Sniper,38,Grip,JAK_SR.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Jakobs,Sniper,39,Grip,JAK_SR.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Jakobs,Sniper,40,Grip,JAK_SR.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Jakobs,Sniper,41,Grip,JAK_SR.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Jakobs,Sniper,42,Grip,JAK_SR.part_grip_01,,+Damage,,
Jakobs,Sniper,43,Grip,JAK_SR.part_grip_02,,+Crit Damage,,
Jakobs,Sniper,44,Grip,JAK_SR.part_grip_03,,-Reload Speed,,
Jakobs,Sniper,45,Underbarrel,JAK_SR.part_underbarrel_01_shotgun,,Alt Fire - Shotgun,,
Jakobs,Sniper,46,Underbarrel,JAK_SR.part_underbarrel_02_rocket,,Alt Fire - Big Rocket,,
Jakobs,Sniper,47,Underbarrel,JAK_SR.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Jakobs,Sniper,48,Underbarrel,JAK_SR.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Jakobs,Sniper,49,Foregrip,JAK_SR.part_foregrip_02,,-Reload Speed,,
Jakobs,Sniper,50,Foregrip,JAK_SR.part_foregrip_03,,No Stat Changes,,
Jakobs,Sniper,51,Foregrip,JAK_SR.part_foregrip_01,,+Damage,,
Jakobs,Sniper,52,Underbarrel,JAK_SR.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Jakobs,Sniper,53,Underbarrel,JAK_SR.part_underbarrel_03_crank,,Alt Fire - Crank SMG,Crank-fires a SMG that deals XXX Damage per shot,
Jakobs,Sniper,54,Manufacturer Part,JAK_SR.part_secondary_ammo_smg,,Daedalus SMG Ammo,,
Jakobs,Sniper,55,Manufacturer Part,JAK_SR.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Jakobs,Sniper,56,Manufacturer Part,JAK_SR.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Jakobs,Sniper,57,Barrel Accessory,JAK_SR.part_barrel_01_a,,+Damage,,
Jakobs,Sniper,58,Barrel Accessory,JAK_SR.part_barrel_01_b,,+Crit Damage,,
Jakobs,Sniper,59,Barrel Accessory,JAK_SR.part_barrel_01_c,,No Stat Changes,,
Jakobs,Sniper,60,Barrel Accessory,JAK_SR.part_barrel_01_d,,No Stat Changes,,
Jakobs,Sniper,61,Barrel Accessory,JAK_SR.part_barrel_02_a,,+Damage,,
Jakobs,Sniper,62,Barrel Accessory,JAK_SR.part_barrel_02_b,,No Stat Changes,,
Jakobs,Sniper,63,Barrel Accessory,JAK_SR.part_barrel_02_c,,+DPS with no visual stat change,,
Jakobs,Sniper,64,Barrel Accessory,JAK_SR.part_barrel_02_d,,+Damage,,
Jakobs,Sniper,65,Manufacturer Part,JAK_SR.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Jakobs,Sniper,66,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Jakobs,Sniper,67,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Jakobs,Sniper,68,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Jakobs,Sniper,69,Manufacturer Part,JAK_SR.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Jakobs,Sniper,70,Manufacturer Part,JAK_SR.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Jakobs,Sniper,72,Barrel,JAK_SR.part_barrel_ballista,,"Borstel ballista, 7027 Damage, 86% Acc, 0.8/s FR",Propagation,
Jakobs,Sniper,74,Barrel,JAK_SR.part_barrel_02_boomslang,,"Boomslang, 6090 Damage, 95% Acc, 0.8/2 FR","Bullet Pollinator - After Reloading, the first Critical hit Ricochets a Sticky Projectile to up to 3 nearby enemies",
Jakobs,Sniper,75,Barrel,JAK_SR.part_barrel_truck,,"Truck, 7027 Damage, 87% Acc, 1.0/s FR",Fixer-Upper,
Maliwan,Shotgun,2,Body,MAL_SG.part_body,,"No stat changes, always present",,
Maliwan,Shotgun,3,Body Accessory,MAL_SG.part_body_a,,-Reload Speed,,
Maliwan,Shotgun,4,Body Accessory,MAL_SG.part_body_b,,+Ammo,,
Maliwan,Shotgun,5,Body Accessory,MAL_SG.part_body_c,,+Accuracy,,
Maliwan,Shotgun,6,Body Accessory,MAL_SG.part_body_d,,No Stat Changes,,
Maliwan,Shotgun,7,Barrel,MAL_SG.part_barrel_01_kickballer,,"Kickballer, 5131 Damage, 77% Acc, 0.8/s FR",Force Bunt,
Maliwan,Shotgun,8,Barrel,MAL_SG.part_barrel_01,,"Stellium, 5131 Damage, 77% Acc, 0.8/s FR",,
Maliwan,Shotgun,9,Barrel,MAL_SG.part_barrel_02,,"Vertex, 2677 x 2 Damage, 75% Acc, 1.1/s FR, 2 Shot",,
Maliwan,Shotgun,10,Manufacturer Part,MAL_SG.part_shield_default,,Hyperion Shield,,
Maliwan,Shotgun,11,Manufacturer Part,MAL_SG.part_shield_ricochet,,Hyperion Ricochet Shield,,
Maliwan,Shotgun,12,Manufacturer Part,MAL_SG.part_shield_ammo,,Hyperion Absorb Shield,,
Maliwan,Shotgun,13,Manufacturer Part,MAL_SG.part_shield_amp,,Hyperion Amp Shield,,
Maliwan,Shotgun,14,Magazine,MAL_SG.part_mag_05_borg,,"2.8s Reload, 10 Shots",Ripper Mag,
Maliwan,Shotgun,15,Magazine,MAL_SG.part_mag_04_cov,,3.5s Reload 8 Shots,CoV Mag,
Maliwan,Shotgun,16,Magazine,MAL_SG.part_mag_01,,"2.4s Reload, 6 Shots",,
Maliwan,Shotgun,17,Magazine,MAL_SG.part_mag_02,,"2.0s Reload, 8 Shots",,
Maliwan,Shotgun,18,Stat Modifier,MAL_SG.part_mag_ted_thrown_01,,1.7s Reload,,
Maliwan,Shotgun,19,Stat Modifier,MAL_SG.part_mag_ted_thrown_02,,1.7s Reload,,
Maliwan,Shotgun,20,Stat Modifier,MAL_SG.part_mag_ted_thrown_03_tor,,1.7s Reload,,
Maliwan,Shotgun,21,Stat Modifier,MAL_SG.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Maliwan,Shotgun,22,Stat Modifier,MAL_SG.part_mag_ted_thrown_05_bor,,2.5s Reload,,
Maliwan,Shotgun,23,Scope,MAL_SG.part_scope_ironsight,,ADS,,
Maliwan,Shotgun,24,Scope,MAL_SG.part_scope_01_lens_01,,ADS +Zoom,,
Maliwan,Shotgun,25,Scope,MAL_SG.part_scope_01_lens_02,,ADS +Zoom,,
Maliwan,Shotgun,26,Scope,MAL_SG.part_scope_02_lens_01,,ADS ++Zoom,,
Maliwan,Shotgun,27,Scope,MAL_SG.part_scope_02_lens_02,,ADS +++Zoom,Sniper Scope,
Maliwan,Shotgun,28,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_a,,+Damage,Scope Hood,
Maliwan,Shotgun,29,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_b,,-Reload Speed,Antenna,
Maliwan,Shotgun,30,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_a,,No Stat Changes,Damage Type,
Maliwan,Shotgun,31,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_b,,No Stat Changes,Mag Counter,
Maliwan,Shotgun,32,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_a,,+Damage,Scope Hood,
Maliwan,Shotgun,33,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_b,,-Reload Speed,Antenna,
Maliwan,Shotgun,34,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_a,,No Stat Changes,HUD Elements,
Maliwan,Shotgun,35,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_b,,No Stat Changes,Mag Counter,
Maliwan,Shotgun,36,Grip,MAL_SG.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Maliwan,Shotgun,37,Grip,MAL_SG.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Maliwan,Shotgun,38,Grip,MAL_SG.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Maliwan,Shotgun,39,Grip,MAL_SG.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Maliwan,Shotgun,40,Grip,MAL_SG.part_grip_01,,+Damage,,
Maliwan,Shotgun,41,Grip,MAL_SG.part_grip_02,,+Fire Rate,Change is too small to display on the card,
Maliwan,Shotgun,42,Grip,MAL_SG.part_grip_03,,-Reload Speed,,
Maliwan,Shotgun,43,Underbarrel,MAL_SG.part_underbarrel_03_beam_tosser,,Alt Fire - Beam Tosser,Launches a Projectile that fires 3 Beams that deal XXX Damage each,
Maliwan,Shotgun,44,Underbarrel,MAL_SG.part_underbarrel_02_energydisc,,Alt Fire - Energy Disc,Launches a bouncing Energy Disc tha deals XXX Damage per bounce,
Maliwan,Shotgun,45,Underbarrel,MAL_SG.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Maliwan,Shotgun,46,Underbarrel,MAL_SG.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Maliwan,Shotgun,47,Foregrip,MAL_SG.part_foregrip_02,,+Fire Rate,Change is too small to display on the card,
Maliwan,Shotgun,48,Foregrip,MAL_SG.part_foregrip_03,,+Accuracy,,
Maliwan,Shotgun,49,Underbarrel,MAL_SG.part_underbarrel_01_blowback,,Alt Fire - Energy Blast,Charge-fires a wide-angled Blast that deals XXX Damage,
Maliwan,Shotgun,50,Underbarrel,MAL_SG.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Maliwan,Shotgun,51,Foregrip,MAL_SG.part_foregrip_01,,+Damage,,
Maliwan,Shotgun,52,Manufacturer Part,MAL_SG.part_secondary_ammo_smg,,Daedalus SMG Ammo,,
Maliwan,Shotgun,53,Manufacturer Part,MAL_SG.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Maliwan,Shotgun,54,Manufacturer Part,MAL_SG.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Maliwan,Shotgun,55,Manufacturer Part,MAL_SG.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Maliwan,Shotgun,56,Barrel,MAL_SG.part_barrel_01_kaleidosplode,,"Kaleidosplode, 1171 Damage, 77% Acc, 1.0/s FR",Colorful Mess,
Maliwan,Shotgun,58,Barrel,MAL_SG.part_barrel_02_sweet_embrace,,"Sweet Embrace, 2510 x 4 Damage, 72% Acc, 1.0/s FR, 2 Shot",Adoration,
Maliwan,Shotgun,59,Foregrip,MAL_SG.part_foregrip_04,,No Stat Changes,,
Maliwan,Shotgun,63,Barrel Accessory,MAL_SG.part_barrel_01_a,,+Damage,,
Maliwan,Shotgun,64,Barrel Accessory,MAL_SG.part_barrel_01_b,,No Stat Changes,,
Maliwan,Shotgun,65,Barrel Accessory,MAL_SG.part_barrel_01_c,,No Stat Changes,,
Maliwan,Shotgun,66,Barrel Accessory,MAL_SG.part_barrel_01_d,,+Accuracy,,
Maliwan,Shotgun,67,Barrel Accessory,MAL_SG.part_barrel_02_a,,+Damage,,
Maliwan,Shotgun,68,Barrel Accessory,MAL_SG.part_barrel_02_b,,+Accuracy,,
Maliwan,Shotgun,69,Barrel Accessory,MAL_SG.part_barrel_02_c,,+Fire Rate,,
Maliwan,Shotgun,70,Barrel Accessory,MAL_SG.part_barrel_02_d,,+Fire Rate,,
Maliwan,Shotgun,71,Manufacturer Part,MAL_SG.part_barrel_licensed_jak,,Jakobs Ricochet,,
Maliwan,Shotgun,72,Manufacturer Part,MAL_SG.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Maliwan,Shotgun,73,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Maliwan,Shotgun,74,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Maliwan,Shotgun,75,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Maliwan,Shotgun,76,Manufacturer Part,MAL_SG.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Maliwan,Shotgun,77,Manufacturer Part,MAL_SG.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Maliwan,Shotgun,78,Manufacturer Part,MAL_SG.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Maliwan,Shotgun,79,Magazine,MAL_SG.part_mag_03_tor,,"2.2s Reload, 4 Shots",,
Maliwan,SMG,2,Body,MAL_SM.part_body,,"No stat changes, always present",,
Maliwan,SMG,3,Body Accessory,MAL_SM.part_body_a,,-Reload Speed,,
Maliwan,SMG,4,Body Accessory,MAL_SM.part_body_b,,+Ammo,,
Maliwan,SMG,5,Body Accessory,MAL_SM.part_body_c,,+Accuracy,,
Maliwan,SMG,6,Body Accessory,MAL_SM.part_body_d,,No Stat Changes,,
Maliwan,SMG,7,Barrel,MAL_SM.part_barrel_01,,"Ephemeris, 580 Damage, 80% Acc, 7.3/s FR",,
Maliwan,SMG,8,Barrel,MAL_SM.part_barrel_02,,"Synastry, 714 Damage, 81% Acc, 5.3/s FR",,
Maliwan,SMG,9,Manufacturer Part,MAL_SM.part_shield_default,,Hyperion Shield,,
Maliwan,SMG,10,Manufacturer Part,MAL_SM.part_shield_ricochet,,Hyperion Ricochet Shield,,
Maliwan,SMG,11,Manufacturer Part,MAL_SM.part_shield_ammo,,Hyperion Absorb Shield,,
Maliwan,SMG,12,Manufacturer Part,MAL_SM.part_shield_amp,,Hyperion Amp Shield,,
Maliwan,SMG,13,Magazine,MAL_SM.part_mag_01,,"2.2s Reload, 28 Shots",,
Maliwan,SMG,14,Magazine,MAL_SM.part_mag_02,,"2.7s Reload, 36 Shots",,
Maliwan,SMG,15,Magazine,MAL_SM.part_mag_03_tor,,"2.4s Reload, 24 Shots",,
Maliwan,SMG,16,Magazine,MAL_SM.part_mag_04_cov,,"3.4s Reload, 37 Shots",CoV Mag,
Maliwan,SMG,17,Magazine,MAL_SM.part_mag_05_borg,,"2.0s Reload, 40 Shots",Ripper Mag,
Maliwan,SMG,18,Manufacturer Part,MAL_SM.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Maliwan,SMG,19,Manufacturer Part,MAL_SM.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Maliwan,SMG,20,Stat Modifier,MAL_SM.part_mag_ted_thrown_01,,2.0s Reload,,
Maliwan,SMG,21,Stat Modifier,MAL_SM.part_mag_ted_thrown_02,,2.0s Reload,,
Maliwan,SMG,22,Stat Modifier,MAL_SM.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Maliwan,SMG,23,Stat Modifier,MAL_SM.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Maliwan,SMG,24,Stat Modifier,MAL_SM.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Maliwan,SMG,25,Scope,MAL_SM.part_scope_ironsight,,ADS,,
Maliwan,SMG,26,Scope,MAL_SM.part_scope_01_lens_01,,ADS +Zoom,,
Maliwan,SMG,27,Scope,MAL_SM.part_scope_01_lens_02,,ADS +Zoom,,
Maliwan,SMG,28,Scope,MAL_SM.part_scope_02_lens_01,,ADS ++Zoom,,
Maliwan,SMG,29,Scope,MAL_SM.part_scope_02_lens_02,,ADS ++Zoom,,
Maliwan,SMG,30,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_a,,+Damage,"Mag Counter, Compass",
Maliwan,SMG,31,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_b,,-Reload Speed,Antenna,
Maliwan,SMG,32,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_a,,No Stat Changes,HUD Elements,
Maliwan,SMG,33,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_b,,No Stat Changes,Antenna,
Maliwan,SMG,34,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_a,,+Damage,Mag/Ammo Counter,
Maliwan,SMG,35,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_b,,-Reload Speed,Antenna,
Maliwan,SMG,36,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_a,,No Stat Changes,"Mag Counter, Compass",
Maliwan,SMG,37,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_b,,No Stat Changes,Antenna,
Maliwan,SMG,38,Grip,MAL_SM.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Maliwan,SMG,39,Grip,MAL_SM.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Maliwan,SMG,40,Grip,MAL_SM.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Maliwan,SMG,41,Grip,MAL_SM.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Maliwan,SMG,42,Grip,MAL_SM.part_grip_01,,+Damage,,
Maliwan,SMG,43,Grip,MAL_SM.part_grip_02,,+Fire Rate,,
Maliwan,SMG,44,Grip,MAL_SM.part_grip_03,,-Reload Speed,,
Maliwan,SMG,45,Underbarrel,MAL_SM.part_underbarrel_03_railgun,,Alt Fire - Railgun,Charge-fires a piercing Railgun shot that deals XXX Damage,
Maliwan,SMG,46,Underbarrel,MAL_SM.part_underbarrel_02_overcharge,,Alt Fire - Energy Discharge,Charge-fires a Blast that deals XXX Damage,
Maliwan,SMG,47,Underbarrel,MAL_SM.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
